x,Od poczatku,Od konca
-2.8195075999944947,1.340039190722564E-16,1.4854784069484595E-16
-2.8154054999943696,1.4011014570769476E-16,1.5154544286133387E-16
-2.8113033999942445,1.4499512701604545E-16,1.5365486660812165E-16
-2.8072012999941194,1.3278267374516872E-16,1.3655743202889425E-16
-2.8030991999939943,1.3600232051658169E-16,1.1890488593735426E-16
-2.798997099993869,1.4377388168895776E-16,1.1157741397482822E-16
-2.794894999993744,1.3711254354120684E-16,1.1601830607332885E-16
-2.790792899993619,1.3566925360919413E-16,1.141309269314661E-16
-2.786690799993494,1.3511414209688156E-16,1.135758154191535E-16
-2.7825886999933687,1.376676550535194E-16,1.1435297153639113E-16
-2.7784865999932435,1.4011014570769476E-16,1.191269305422793E-16
-2.7743844999931184,1.504352198367087E-16,1.206812427767545E-16
-2.7702823999929933,1.425526363618701E-16,1.1302070390684094E-16
-2.766180299992868,1.361133428190442E-16,1.2012613126444195E-16
-2.762078199992743,1.3988810110276973E-16,1.1579626146840382E-16
-2.757976099992618,1.3677947663381928E-16,1.1579626146840382E-16
-2.753873999992493,1.3888890038060707E-16,1.1612932837579138E-16
-2.7497718999923677,1.2867484855405565E-16,1.1934897514720432E-16
-2.7456697999922426,1.291189377639057E-16,1.2145839889399213E-16
-2.7415676999921175,1.2578826869003024E-16,1.1335377081422847E-16
-2.7374655999919923,1.3078427230084343E-16,1.2156942119645464E-16
-2.7333634999918672,1.2401191185062998E-16,1.1823875212257917E-16
-2.729261399991742,1.249000902703301E-16,1.2279066652354232E-16
-2.725159299991617,1.2967404927621828E-16,1.2079226507921704E-16
-2.721057199991492,1.3522516439934406E-16,1.1524114995609125E-16
-2.7169550999913668,1.2967404927621828E-16,1.127986593019159E-16
-2.7128529999912416,1.262323578998803E-16,1.1679546219056647E-16
-2.7087508999911165,1.2534417948018017E-16,1.1557421686347879E-16
-2.7046487999909914,1.2789769243681802E-16,1.1612932837579138E-16
-2.7005466999908663,1.2967404927621828E-16,1.1068923555512811E-16
-2.696444599990741,1.2734258092450546E-16,1.1335377081422847E-16
-2.692342499990616,1.2578826869003024E-16,1.141309269314661E-16
-2.688240399990491,1.3034018309099337E-16,1.1501910535116622E-16
-2.684138299990366,1.2168044349891717E-16,1.1102230246251565E-16
-2.6800361999902407,1.213473765915296E-16,1.1313172620930344E-16
-2.6759340999901156,1.206812427767545E-16,1.0813572259849024E-16
-2.6718319999899904,1.2245759961615476E-16,1.1390888232654106E-16
-2.6677298999898653,1.2245759961615476E-16,1.0824674490095276E-16
-2.66362779998974,1.3067324999838093E-16,1.1302070390684094E-16
-2.659525699989615,1.3378187446733137E-16,1.1224354778960331E-16
-2.65542359998949,1.2745360322696796E-16,1.135758154191535E-16
-2.651321499989365,1.3244960683778118E-16,1.0957901253050295E-16
-2.6472193999892397,1.2501111257279261E-16,1.1035616864774056E-16
-2.6431172999891146,1.2678746941219287E-16,1.1313172620930344E-16
-2.6390151999889895,1.3000711618360584E-16,1.1723955140041654E-16
-2.6349130999888644,1.318944953254686E-16,1.1102230246251565E-16
-2.6308109999887392,1.1723955140041654E-16,1.0935696792557792E-16
-2.626708899988614,1.1091128016005314E-16,8.715250743307479E-17
-2.622606799988489,1.0802470029602773E-16,8.548717289613706E-17
-2.618504699988364,1.1313172620930344E-16,9.070522111187528E-17
-2.6144025999882388,1.1235457009206584E-16,8.826273045769995E-17
-2.6103004999881136,1.170175067954915E-16,9.303668946358811E-17
-2.6061983999879885,1.1879386363489176E-16,8.85957973650875E-17
-2.6020962999878634,1.1535217225855376E-16,8.85957973650875E-17
-2.5979941999877383,1.0524914273446483E-16,8.837375276016247E-17
-2.593892099987613,1.1024514634527804E-16,9.00390872971002E-17
-2.589789999987488,1.0691447727140257E-16,8.826273045769995E-17
-2.585687899987363,1.0602629885170245E-16,9.092726571680032E-17
-2.581585799987238,1.0791367799356521E-16,8.404388296412435E-17
-2.5774836999871127,1.0480505352461477E-16,8.681944052568724E-17
-2.5733815999869876,1.0846878950587779E-16,9.08162434143378E-17
-2.5692794999868624,1.1146639167236572E-16,8.981704269217517E-17
-2.5651773999867373,1.0980105713542798E-16,9.170442183403793E-17
-2.561075299986612,1.0769163338864018E-16,9.114931032172535E-17
-2.556973199986487,1.0480505352461477E-16,9.015010959956272E-17
-2.552871099986362,1.0602629885170245E-16,8.992806499463769E-17
-2.548768999986237,1.0669243266647754E-16,8.493206138382448E-17
-2.5446668999861117,1.078026556911027E-16,8.58202398035246E-17
-2.5405647999859866,1.0957901253050295E-16,9.026113190202522E-17
-2.5364626999858615,1.0835776720341528E-16,9.037215420448774E-17
-2.5323605999857364,1.1302070390684094E-16,9.070522111187528E-17
-2.5282584999856113,1.0857981180834031E-16,9.114931032172535E-17
-2.524156399985486,1.1535217225855376E-16,9.126033262418786E-17
-2.520054299985361,1.1080025785759062E-16,9.703349235223868E-17
-2.515952199985236,1.1302070390684094E-16,9.114931032172535E-17
-2.5118500999851108,1.1124434706744069E-16,8.604228440844963E-17
-2.5077479999849857,1.1324274851176597E-16,9.181544413650044E-17
-2.5036458999848605,1.121325254871408E-16,8.870681966755001E-17
-2.4995437999847354,1.270095140171179E-16,9.259260025373805E-17
-2.4954416999846103,1.1646239528317891E-16,9.29256671611256E-17
-2.491339599984485,1.149080830487037E-16,9.514611321037591E-17
-2.48723749998436,1.1046719095020308E-16,8.881784197001253E-17
-2.483135399984235,1.1313172620930344E-16,9.570122472268849E-17
-2.47903329998411,1.1513012765362872E-16,9.037215420448774E-17
-2.4749311999839847,1.1535217225855376E-16,9.214851104388799E-17
-2.4708290999838596,1.1024514634527804E-16,9.059419880941277E-17
-2.4667269999837345,1.1546319456101628E-16,8.903988657493756E-17
-2.4626248999836093,1.099120794378905E-16,9.314771176605063E-17
-2.458522799983484,1.1657341758564144E-16,8.926193117986259E-17
-2.454420699983359,1.1335377081422847E-16,9.08162434143378E-17
-2.450318599983234,1.13464793116691E-16,9.137135492665038E-17
-2.446216499983109,1.1690648449302898E-16,9.29256671611256E-17
-2.4421143999829837,1.1590728377086635E-16,9.725553695716371E-17
-2.4380122999828586,1.099120794378905E-16,9.514611321037591E-17
-2.4339101999827335,1.1179945857975325E-16,9.314771176605063E-17
-2.4298080999826084,1.13464793116691E-16,9.43689570931383E-17
-2.4257059999824833,1.1457501614131616E-16,9.015010959956272E-17
-2.421603899982358,1.170175067954915E-16,9.525713551283843E-17
-2.417501799982233,1.1080025785759062E-16,9.092726571680032E-17
-2.413399699982108,1.1157741397482822E-16,8.85957973650875E-17
-2.409297599981983,1.1557421686347879E-16,8.937295348232511E-17
-2.4051954999818577,1.13464793116691E-16,8.981704269217517E-17
-2.4010933999817325,1.1668443988810395E-16,8.970602038971265E-17
-2.3969912999816074,1.0746958878371515E-16,8.781864124784989E-17
-2.3928891999814823,1.0902390101819037E-16,8.915090887740008E-17
-2.388787099981357,1.1113332476497816E-16,9.037215420448774E-17
-2.384684999981232,1.1113332476497816E-16,9.048317650695025E-17
-2.380582899981107,1.1179945857975325E-16,9.29256671611256E-17
-2.376480799980982,1.1102230246251565E-16,8.382183835919932E-17
-2.3723786999808567,9.969802761133906E-17,7.73825448163734E-17
-2.3682765999807316,9.636735853746359E-17,7.482903185973556E-17
-2.3641744999806065,1.013633621482768E-16,7.793765632868598E-17
-2.3600723999804814,9.381384558082572E-17,7.704947790898586E-17
-2.3559702999803562,1.0103029524088925E-16,7.849276784099856E-17
-2.351868199980231,9.992007221626409E-17,7.849276784099856E-17
-2.347766099980106,9.936496070395151E-17,7.749356711883592E-17
-2.343663999979981,9.614531393253856E-17,7.716050021144837E-17
-2.3395618999798558,1.0014211682118912E-16,7.904787935331114E-17
-2.3354597999797306,9.9253938401489E-17,7.427392034742298E-17
-2.3313576999796055,1.0047518372857667E-16,7.94919685631612E-17
-2.3272555999794804,9.980904991380158E-17,7.416289804496046E-17
-2.3231534999793553,9.736655925962623E-17,7.605027718682323E-17
-2.31905139997923,1.0524914273446483E-16,7.505107646466059E-17
-2.314949299979105,9.814371537686384E-17,7.716050021144837E-17
-2.31084719997898,9.137135492665038E-17,8.681944052568724E-17
-2.306745099978855,1.0091927293842673E-16,8.115730310009894E-17
-2.3026429999787297,1.0114131754335176E-16,8.1601392309949E-17
-2.2985408999786046,9.303668946358811E-17,8.293365993949919E-17
-2.2944387999784794,9.692247004977617E-17,8.404388296412435E-17
-2.2903366999783543,9.836575998178887E-17,8.315570454442422E-17
-2.286234599978229,9.459100169806333E-17,8.471001677889945E-17
-2.282132499978104,9.348077867343818E-17,8.426592756904938E-17
-2.278030399977979,9.825473767932635E-17,7.938094626069869E-17
-2.273928299977854,1.0025313912365164E-16,8.382183835919932E-17
-2.2698261999777287,9.9253938401489E-17,8.515410598874951E-17
-2.2657240999776036,9.880984919163893E-17,8.482103908136196E-17
-2.2616219999774785,9.781064846947629E-17,7.960299086562372E-17
-2.2575198999773534,1.0091927293842673E-16,8.359979375427429E-17
-2.2534177999772282,9.9253938401489E-17,8.415490526658687E-17
-2.249315699977103,9.814371537686384E-17,8.393286066166184E-17
-2.245213599976978,9.525713551283843E-17,8.737455203799982E-17
-2.241111499976853,9.725553695716371E-17,8.448797217397441E-17
-2.2370093999767278,1.0402789740737717E-16,8.593126210598712E-17
-2.2329072999766026,1.0447198661722722E-16,8.537615059367454E-17
-2.2288051999764775,1.050270981295398E-16,9.026113190202522E-17
-2.2247030999763524,9.514611321037591E-17,8.637535131583718E-17
-2.2206009999762273,9.658940314238862E-17,8.748557434046234E-17
-2.216498899976102,9.314771176605063E-17,8.293365993949919E-17
-2.212396799975977,9.958700530887654E-17,8.348877145181177E-17
-2.208294699975852,9.514611321037591E-17,7.782663402622347E-17
-2.204192599975727,1.0202949596305189E-16,7.838174553853605E-17
-2.2000904999756017,9.725553695716371E-17,7.460698725481052E-17
-2.1959883999754766,9.636735853746359E-17,7.616129948928574E-17
-2.1918862999753514,9.026113190202522E-17,7.527312106958562E-17
-2.1877841999752263,8.670841822322473E-17,7.183142969324763E-17
-2.183682099975101,8.770761894538737E-17,7.926992395823617E-17
-2.179579999974976,9.103828801926283E-17,7.593925488436071E-17
-2.175477899974851,8.926193117986259E-17,8.004708007547378E-17
-2.171375799974726,9.314771176605063E-17,7.716050021144837E-17
-2.1672736999746007,9.14823772291129E-17,7.749356711883592E-17
-2.1631715999744756,9.314771176605063E-17,7.671641100159831E-17
-2.1590694999743505,1.0047518372857667E-16,8.115730310009894E-17
-2.1549673999742254,1.0236256287043944E-16,8.071321389024888E-17
-2.1508652999741003,8.959499808725014E-17,7.316369732279782E-17
-2.146763199973975,9.581224702515101E-17,7.915890165577366E-17
-2.14266109997385,9.22595333463505E-17,8.060219158778636E-17
-2.138558999973725,9.159339953157541E-17,8.770761894538737E-17
-2.1344568999735998,9.281464485866308E-17,8.415490526658687E-17
-2.1303547999734747,9.103828801926283E-17,7.960299086562372E-17
-2.1262526999733495,9.814371537686384E-17,8.537615059367454E-17
-2.1221505999732244,9.170442183403793E-17,8.637535131583718E-17
-2.1180484999730993,8.992806499463769E-17,8.604228440844963E-17
-2.113946399972974,9.126033262418786E-17,8.282263763703668E-17
-2.109844299972849,9.336975637097566E-17,8.404388296412435E-17
-2.105742199972724,9.314771176605063E-17,7.727152251391089E-17
-2.101640099972599,9.370282327836321E-17,8.260059303211165E-17
-2.0975379999724737,9.658940314238862E-17,8.615330671091215E-17
-2.0934358999723486,8.842926391139372E-17,8.004708007547378E-17
-2.0893337999722235,7.438494264988549E-17,8.404388296412435E-17
-2.0852316999720983,7.810418978237976E-17,8.604228440844963E-17
-2.081129599971973,6.800116025829084E-17,8.493206138382448E-17
-2.077027499971848,6.76680933509033E-17,8.693046282814976E-17
-2.072925399971723,6.755707104844078E-17,8.570921750106209E-17
-2.068823299971598,6.744604874597826E-17,8.482103908136196E-17
-2.0647211999714727,7.144285163462882E-17,8.543166174490579E-17
-2.0606190999713476,6.70019595361282E-17,8.848477506262498E-17
-2.0565169999712225,6.944445019030354E-17,8.748557434046234E-17
-2.0524148999710974,6.811218256075336E-17,8.909539772616881E-17
-2.0483127999709723,7.088774012231624E-17,8.881784197001253E-17
-2.044210699970847,6.900036098045348E-17,9.087175456556906E-17
-2.040108599970722,7.122080702970379E-17,8.559819519859957E-17
-2.036006499970597,7.033262861000366E-17,8.43769498715119E-17
-2.031904399970472,6.877831637552845E-17,8.415490526658687E-17
-2.0278022999703467,7.049916206369744E-17,8.643086246706843E-17
-2.0237001999702215,7.399636459126668E-17,8.654188476953095E-17
-2.0195980999700964,7.083222897108499E-17,8.826273045769995E-17
-2.0154959999699713,7.382983113757291E-17,8.759659664292485E-17
-2.011393899969846,7.260858581048524E-17,8.698597397938101E-17
-2.007291799969721,7.044365091246618E-17,8.626432901337467E-17
-2.003189699969596,6.905587213168474E-17,8.548717289613706E-17
-1.9990875999695203,7.105427357601002E-17,8.565370634983082E-17
-1.9949854999696173,5.4012350148013864E-17,7.277511926417901E-17
-1.9908833999697142,5.656586310465172E-17,7.55506768257419E-17
-1.9867812999698111,5.5289106626332796E-17,7.549516567451065E-17
-1.982679199969908,5.578870698741411E-17,7.166489623955385E-17
-1.978577099970005,5.490052856771399E-17,7.66053886991358E-17
-1.974474999970102,5.4789506265251475E-17,7.560618797697317E-17
-1.9703728999701988,5.440092820663267E-17,7.244205235679146E-17
-1.9662707999702957,5.201394870368859E-17,7.155387393709133E-17
-1.9621686999703927,5.145883719137601E-17,7.527312106958562E-17
-1.9580665999704896,5.329070518200751E-17,7.427392034742298E-17
-1.9539644999705865,5.195843755245733E-17,7.011058400507863E-17
-1.9498623999706834,5.190292640122607E-17,7.521760991835435E-17
-1.9457602999707804,5.2957638274619965E-17,7.01660951563099E-17
-1.9416581999708773,5.301314942585122E-17,7.366329768387913E-17
-1.9375560999709742,5.662137425588298E-17,7.521760991835435E-17
-1.9334539999710711,5.25135490647699E-17,7.238654120556021E-17
-1.929351899971168,5.417888360170764E-17,7.155387393709133E-17
-1.925249799971265,5.118128143521972E-17,7.172040739078511E-17
-1.921147699971362,5.1847415249994813E-17,7.449596495234801E-17
-1.9170455999714588,5.367928324062632E-17,7.538414337204813E-17
-1.9129434999715558,5.1236792586450977E-17,7.005507285384738E-17
-1.9088413999716527,5.329070518200751E-17,6.966649479522857E-17
-1.9047392999717496,5.10702591327572E-17,6.811218256075336E-17
-1.9006371999718465,5.2402526762307386E-17,7.01660951563099E-17
-1.8965350999719435,5.384581669432009E-17,6.88338275267597E-17
-1.8924329999720404,5.2957638274619965E-17,6.7390537594747E-17
-1.8883308999721373,5.406786129924512E-17,6.59472476627343E-17
-1.8842287999722342,5.1569859493838524E-17,7.005507285384738E-17
-1.8801266999723312,5.484501741648273E-17,6.983302824892235E-17
-1.876024599972428,5.56776846849516E-17,6.533662499919046E-17
-1.871922499972525,5.384581669432009E-17,6.727951529228448E-17
-1.867820399972622,5.140332604014475E-17,6.80566714095221E-17
-1.8637182999727189,5.35682609381638E-17,7.194245199571015E-17
-1.8596161999728158,5.229150445984487E-17,6.600275881396556E-17
-1.8555140999729127,4.7906123512575504E-17,6.561418075534675E-17
-1.8514119999730096,5.06816810741384E-17,6.483702463810914E-17
-1.8473098999731066,4.7073456244106636E-17,6.666889262874065E-17
-1.8432077999732035,5.10702591327572E-17,6.722400414105323E-17
-1.8391056999733004,5.190292640122607E-17,6.755707104844078E-17
-1.8350035999733973,4.979350265443827E-17,6.644684802381562E-17
-1.8309014999734943,4.85722573273506E-17,6.650235917504687E-17
-1.8267993999735912,5.0737192225369656E-17,6.666889262874065E-17
-1.8226972999736881,4.640732242933154E-17,6.503131366741854E-17
-1.818595199973785,4.1050496335515166E-17,6.497580251618729E-17
-1.814493099973882,3.9496184101039945E-17,6.811218256075336E-17
-1.810390999973979,3.8441472227646045E-17,6.855627177060342E-17
-1.8062888999740758,3.8857805861880476E-17,6.750155989720952E-17
-1.8021867999741727,3.8219427622721014E-17,6.88338275267597E-17
-1.7980846999742697,3.783084956410221E-17,6.755707104844078E-17
-1.7939825999743666,3.799738301779598E-17,6.533662499919046E-17
-1.7898804999744635,3.866351683257108E-17,6.761258219967203E-17
-1.7857783999745604,3.860800568133982E-17,6.711298183859072E-17
-1.7816762999746574,3.7386760354252146E-17,6.589173651150304E-17
-1.7775741999747543,3.733124920302089E-17,6.619704784327495E-17
-1.7734720999748512,3.938516179857743E-17,6.569744748219364E-17
-1.7693699999749481,4.010680676458378E-17,6.622480341889059E-17
-1.765267899975045,4.06064071256651E-17,7.055467321492869E-17
-1.761165799975142,4.0051295613352524E-17,6.750155989720952E-17
-1.757063699975239,3.957945082788683E-17,7.011058400507863E-17
-1.7529615999753358,4.0273340218277555E-17,6.82509604388315E-17
-1.7488594999754328,3.896882816434299E-17,6.622480341889059E-17
-1.7447573999755297,3.9412917374193055E-17,6.503131366741854E-17
-1.7406552999756266,4.1799896877137144E-17,6.997180612700049E-17
-1.7365531999757235,3.9218628344883656E-17,6.683542608243442E-17
-1.7324510999758205,4.002354003773689E-17,6.88338275267597E-17
-1.7283489999759174,3.9690473130349345E-17,6.772360450213455E-17
-1.7242468999760143,3.932965064734617E-17,6.705747068735945E-17
-1.7201447999761112,4.06064071256651E-17,6.96942503708442E-17
-1.7160426999762082,3.952393967665557E-17,6.875056079991282E-17
-1.711940599976305,4.18554080283684E-17,6.94999613415348E-17
-1.707838499976402,4.0550895974433845E-17,6.619704784327495E-17
-1.703736399976499,4.066191827689636E-17,6.572520305780926E-17
-1.6996342999765959,4.2021941482062175E-17,6.752931547282514E-17
-1.6955321999766928,3.93574062229618E-17,6.772360450213455E-17
-1.6914300999767897,3.758104938356155E-17,6.49896803039951E-17
-1.6873279999768866,3.771982726163969E-17,6.955547249276605E-17
-1.6832258999769836,3.858025010572419E-17,6.95971058561895E-17
-1.6791237999770805,3.623490396620355E-17,6.800116025829084E-17
-1.6750216999771774,3.624878175401136E-17,6.659950368970158E-17
-1.6709195999772744,3.586020369539256E-17,6.840361610471746E-17
-1.6668174999773713,3.670674875166924E-17,6.598888102615774E-17
-1.6627153999774682,3.608224830031759E-17,6.616929226765933E-17
-1.6586132999775651,3.637368184428169E-17,6.76680933509033E-17
-1.654511199977662,3.6484704146744207E-17,6.757094883624859E-17
-1.650409099977759,3.722022690055837E-17,6.851463840717998E-17
-1.646306999977856,3.59989815734707E-17,6.666889262874065E-17
-1.6422048999779528,3.6970426720017715E-17,6.439293542825907E-17
-1.6381027999780498,3.827493877395227E-17,6.616929226765933E-17
-1.6340006999781467,3.597122599785507E-17,6.682154829462661E-17
-1.6298985999782436,3.615857613326057E-17,6.815381592417679E-17
-1.6257964999783405,3.670674875166924E-17,6.717543188372587E-17
-1.6216943999784375,3.664429870653407E-17,6.843831057423699E-17
-1.6175922999785344,3.728267694569354E-17,6.748074321549779E-17
-1.6134901999786313,3.737288256644433E-17,6.913913885853163E-17
-1.6093880999787282,3.715777685542321E-17,6.836892163519792E-17
-1.6052859999788252,3.617245392106838E-17,6.871586633039329E-17
-1.601183899978922,3.6311231799146524E-17,6.740788482950676E-17
-1.597081799979019,3.622449562534769E-17,6.615888392680347E-17
-1.592979699979116,3.727573805178963E-17,6.426109644408484E-17
-1.5888775999792129,3.677266824375636E-17,6.563499743705847E-17
-1.5847754999793098,3.6812566883703823E-17,6.569224331176571E-17
-1.5806733999794067,3.734859643778066E-17,6.56853044178618E-17
-1.5765712999795036,3.7251451923125956E-17,6.57893878264204E-17
-1.5724691999796006,3.7650004641731626E-17,6.507880172257341E-17
-1.5683670999796975,3.736709320212897E-17,5.458537661891911E-17
-1.5642649999797944,3.702507050951098E-17,4.42337139139326E-17
-1.5601628999798913,3.6671186920411717E-17,4.581838380923742E-17
-1.5560607999799883,3.728094222221756E-17,4.7075190967582615E-17
-1.5519586999800852,3.6394498525993414E-17,4.521730212481145E-17
-1.547856599980182,3.732431030911698E-17,4.364911210252842E-17
-1.543754499980279,3.767819389821625E-17,4.7073456244106636E-17
-1.539652399980376,3.711961293895172E-17,4.569955525113301E-17
-1.5355502999804729,3.768860223907211E-17,4.478362125581725E-17
-1.5314481999805698,3.769207168602407E-17,4.585914981092287E-17
-1.5273460999806667,3.819167204710538E-17,4.640038353542764E-17
-1.5232439999807637,3.805983306293115E-17,4.6497528050082335E-17
-1.5191418999808606,3.729655473350135E-17,4.6927739472124585E-17
-1.5150397999809575,3.776146062506314E-17,4.6372627959812006E-17
-1.5109376999810544,3.813616089587413E-17,4.7579995499091866E-17
-1.5068355999811514,3.7796155094582673E-17,4.788530683086378E-17
-1.5027334999812483,3.808064974464287E-17,4.561628852428612E-17
-1.4986313999813452,4.028721800608537E-17,4.7156722970953526E-17
-1.4945292999814421,3.8649639044763264E-17,4.632405570248466E-17
-1.490427199981539,3.91631171936524E-17,4.768407890765047E-17
-1.486325099981636,3.8358205500799156E-17,4.671263376110346E-17
-1.482222999981733,3.9634961979118087E-17,4.6018744370712736E-17
-1.4781208999818298,3.938516179857743E-17,4.5949355431673666E-17
-1.4740187999819268,3.932965064734617E-17,4.513056595101261E-17
-1.4699166999820237,3.8066771956835053E-17,4.6657122609872205E-17
-1.4658145999821206,4.064804048908854E-17,4.729550084903167E-17
-1.4617124999822175,3.770594947383188E-17,4.546363285840016E-17
-1.4576103999823145,4.0273340218277555E-17,4.746203430272544E-17
-1.4535082999824114,4.0592529337857284E-17,4.871103520542874E-17
-1.4494061999825083,3.951006188884776E-17,4.676814491233472E-17
-1.4453040999826052,3.957945082788683E-17,4.6934678366028494E-17
-1.4412019999827022,4.18554080283684E-17,4.782285678572862E-17
-1.437099899982799,4.3215431233534217E-17,4.6018744370712736E-17
-1.432997799982896,3.9634961979118087E-17,4.576894419017208E-17
-1.428895699982993,4.052314039881821E-17,4.476974346800944E-17
-1.4247935999830899,4.263256414560601E-17,4.596323321948148E-17
-1.4206914999831868,4.3354209111612364E-17,4.746203430272544E-17
-1.4165893999832837,4.2993386628609185E-17,4.7406523151494183E-17
-1.4124872999833806,3.735900477863652E-17,4.141131881851834E-17
-1.4083851999834776,2.5923707624997407E-17,3.425038030968608E-17
-1.4042830999835745,2.4674706722294104E-17,3.4361402612148595E-17
-1.4001809999836714,2.5451862839531715E-17,3.363975764614224E-17
-1.3960788999837683,2.628453010800058E-17,3.377853552422039E-17
-1.3919767999838653,2.6645352591003756E-17,3.4638958368304884E-17
-1.3878746999839622,2.6229018956769322E-17,3.627653732962699E-17
-1.383772599984059,2.5451862839531715E-17,3.530509218307998E-17
-1.379670499984156,2.6423307986078724E-17,3.441691376337985E-17
-1.375568399984253,2.6201263381153693E-17,3.4777736246383026E-17
-1.3714662999843499,2.6395552410463096E-17,3.502753642692369E-17
-1.3673641999844468,2.703393064962256E-17,3.391731340229853E-17
-1.3632620999845437,2.7200464103316335E-17,3.508304757815495E-17
-1.3591599999846407,2.5146551507759796E-17,3.497202527569243E-17
-1.3550578999847376,2.631228568361621E-17,3.5332847758695604E-17
-1.3509557999848345,2.6006974351844293E-17,3.405609128037668E-17
-1.3468536999849314,2.6700863742235014E-17,3.547162563677375E-17
-1.3427515999850284,2.7422508708241366E-17,3.402833570476105E-17
-1.3386494999851253,2.6978419498391303E-17,3.372302437298913E-17
-1.3345473999852222,2.6395552410463096E-17,3.355649091929536E-17
-1.3304452999853191,2.6700863742235014E-17,3.319566843629218E-17
-1.326343199985416,2.7144952952085077E-17,3.4083846855992305E-17
-1.322241099985513,3.0003777240494854E-17,3.269606807521086E-17
-1.31813899998561,3.2307490016592053E-17,3.4361402612148595E-17
-1.3140368999857068,4.235500838944972E-17,3.150257832373882E-17
-1.3099347999858038,4.0967229608668276E-17,3.0364599723498034E-17
-1.3058326999859007,4.3631764867768654E-17,3.2474023470285827E-17
-1.3017305999859976,4.424238753131249E-17,3.258504577274834E-17
-1.2976284999860945,4.340972026284362E-17,2.997602166487923E-17
-1.2935263999861915,4.1244785364824565E-17,3.1696867353048217E-17
-1.2894242999862884,3.9412917374193055E-17,3.064215547965432E-17
-1.2853221999863853,4.04121180963557E-17,3.0364599723498034E-17
-1.2812200999864822,3.824718319833664E-17,3.141931159689193E-17
-1.2771179999865792,3.9468428525424313E-17,3.103073353827313E-17
-1.273015899986676,3.902433931557425E-17,3.1252778143198154E-17
-1.268913799986773,3.874678355941796E-17,3.153033389935444E-17
-1.26481169998687,4.030109579389318E-17,2.997602166487923E-17
-1.2607095999869669,4.0245584642661923E-17,3.042011087472929E-17
-1.2566074999870638,4.324318680914985E-17,3.11972669919669E-17
-1.2525053999871607,4.1799896877137144E-17,3.097522238704187E-17
-1.2484032999872576,4.196643033083092E-17,3.219646771412954E-17
-1.2443011999873546,4.4353409833775006E-17,3.053113317719181E-17
-1.2401990999874515,4.246603069191224E-17,3.11972669919669E-17
-1.2360969999875484,4.6018744370712736E-17,2.986499936241671E-17
-1.2319948999876453,4.4908521346087585E-17,3.069766663088558E-17
